city_name,country_name,latitude,longitude
Lao Chi,Vietnam,22.5014,103.966
Caibarien,Cuba,22.5158,-79.4722
Shenzhen,China,22.5524,114.1221
Sur,Oman,22.5667,59.5289
Shwebo,Burma,22.5783,95.6929
Jiangmen,China,22.5804,113.08
Haora,India,22.5804,88.3299
Yulin,China,22.63,110.15
Kaohsiung,Taiwan,22.6333,120.2666
Hakha,Burma,22.65,93.6167
Cao Bang,Vietnam,22.664,106.268
Taoudenni,Mali,22.6666,-3.9834
Fderik,Mauritania,22.679,-12.707
Pingtung,Taiwan,22.6817,120.4817
Ibra',Oman,22.6906,58.5334
Barisal,Bangladesh,22.7004,90.375
Indore,India,22.7151,75.865
Colon,Cuba,22.7196,-80.9058
Zouirat,Mauritania,22.7304,-12.4833
Ciudad Mante,Mexico,22.7334,-98.95
Taitung,Taiwan,22.7554,121.14
Zacatecas,Mexico,22.7704,-102.58
Valparaiso,Mexico,22.7704,-103.57
Simao,China,22.7807,100.9782
Tamanrasset,Algeria,22.785,5.5228
Jamshedpur,India,22.7875,86.1975
Sagua la Grande,Cuba,22.809,-80.0711
Artemisa,Cuba,22.8134,-82.7619
Nanning,China,22.82,108.32
Ha Giang,Vietnam,22.8337,104.9833
Guines,Cuba,22.8361,-82.028
Khulna,Bangladesh,22.84,89.56
Escuinapa,Mexico,22.8504,-105.8
Bhatpara,India,22.8504,88.52
San Antonio de los Banos,Cuba,22.8911,-82.4991
Cabo San Lucas,Mexico,22.8928,-109.9045
Aldama,Mexico,22.9204,-98.07
Nizwa,Oman,22.9264,57.5314
San Jose de las Lajas,Cuba,22.9614,-82.1511
Tainan,Taiwan,23,120.2
Tula,Mexico,23.0004,-99.72
Foshan,China,23.0301,113.12
Ahmedabad,India,23.0301,72.58
Matanzas,Cuba,23.0415,-81.5775
Dongguan,China,23.0489,113.7447
Zhaoqing,China,23.0504,112.45
Huizhou,China,23.08,114.4
Namtu,Burma,23.0837,97.4
Hechi,China,23.0965,109.6091
Havana,Cuba,23.132,-82.3642
Guangzhou,China,23.145,113.325
Fresnillo,Mexico,23.1704,-102.86
Jessore,Bangladesh,23.1704,89.2
Jabalpur,India,23.1751,79.9551
Ujjain,India,23.1904,75.79
Villa Union,Mexico,23.2,-106.23
Mazatlan,Mexico,23.2211,-106.42
Ibri,Oman,23.2254,56.517
Bhopal,India,23.25,77.41
Bhuj,India,23.2504,69.81
Barddhaman,India,23.2504,87.865
Gandhinagar,India,23.3004,72.6399
Alayat Samail,Oman,23.3032,57.9782
Ratlam,India,23.3504,75.03
Mengzi,China,23.3619,103.4061
Shantou,China,23.37,116.67
Ranchi,India,23.37,85.33
Wenshan,China,23.3724,104.2497
Gejiu,China,23.38,103.1501
Krishnanagar,India,23.3803,88.53
Ar Rustaq,Oman,23.3908,57.4244
Taibao,Taiwan,23.45,120.3333
Puzi,Taiwan,23.4611,120.2419
Comilla,Bangladesh,23.4704,91.17
Chiayi,Taiwan,23.4755,120.4351
Wuzhou,China,23.48,111.32
Al Hillah,Saudi Arabia,23.4895,46.7564
Magong,Taiwan,23.5667,119.5833
Muscat,Oman,23.6133,58.5933
Narayanganj,Bangladesh,23.6204,90.5
Matehuala,Mexico,23.6604,-100.65
Chaozhou,China,23.68,116.63
As Sib,Oman,23.6802,58.1825
Asansol,India,23.6833,86.9833
In Amguel,Algeria,23.6939,5.1647
Qingyuan,China,23.7004,113.0301
Douliou,Taiwan,23.7075,120.5439
Aizawl,India,23.7104,92.72
Ciudad Victoria,Mexico,23.72,-99.13
Dhaka,Bangladesh,23.7231,90.4086
Heyuan,China,23.7304,114.68
Dhanbad,India,23.8004,86.42
Agartala,India,23.8354,91.28
Sagar,India,23.8504,78.75
Bose,China,23.8997,106.6133
Nantou,Taiwan,23.9167,120.6833
La Cruz,Mexico,23.9204,-106.9
Berenice,Egypt,23.946,35.4842
Hualien,Taiwan,23.9837,121.6
Pabna,Bangladesh,24.0004,89.25
Durango,Mexico,24.0311,-104.67
Changhua,Taiwan,24.0734,120.5134
Al Quwayiyah,Saudi Arabia,24.0737,45.2806
Aswan,Egypt,24.0875,32.8989
Yanbu al Bahr,Saudi Arabia,24.0943,38.0493
La Paz,Mexico,24.14,-110.32
Taichung,Taiwan,24.1521,120.6817
Al Kharj,Saudi Arabia,24.1556,47.312
Al Kufrah,Libya,24.1667,23.2696
Al Jawf,Libya,24.2,23.29
Al Ayn,United Arab Emirates,24.2305,55.74
Tangail,Bangladesh,24.25,89.92
Al Buraymi,Oman,24.2611,55.7903
Liuzhou,China,24.28,109.25
Juan Aldama,Mexico,24.2904,-103.39
Meizhou,China,24.3005,116.12
Eldorado,Mexico,24.3305,-107.37
Suhar,Oman,24.362,56.7344
Suhar,Oman,24.3643,56.7468
Tajarhi,Libya,24.3704,14.4708
Rajshahi,Bangladesh,24.375,88.605
Yuxi,China,24.38,102.57
Jincheng,Taiwan,24.4341,118.3171
Xiamen,China,24.45,118.08
Abu Dhabi,United Arab Emirates,24.4667,54.3666
Kom Ombo,Egypt,24.47,32.95
Medina,Saudi Arabia,24.5,39.58
Yishan,China,24.5004,108.6667
Canatlan,Mexico,24.52,-104.78
Zhangzhou,China,24.5204,117.67
Djanet,Algeria,24.5529,9.4823
Key West,United States,24.5636,-81.7768
Miaoli,Taiwan,24.57,120.82
Nawabganj,Bangladesh,24.5804,88.35
Udaipur,India,24.6,73.73
Altata,Mexico,24.636,-107.9162
Riyadh,Saudi Arabia,24.6408,46.7727
Marathon,United States,24.7262,-81.0377
Yilan,Taiwan,24.75,121.75
Mymensingh,Bangladesh,24.7504,90.38
Aurangabad,India,24.7704,84.38
Lianxian,China,24.7815,112.3825
Silchar,India,24.7904,92.79
Shaoguan,China,24.8,113.58
Gaya,India,24.8,85
Imphal,India,24.8,93.95
Hsinchu,Taiwan,24.8168,120.9767
Culiacan,Mexico,24.83,-107.38
Papasquiaro,Mexico,24.8304,-105.34
Zhubei,Taiwan,24.8333,121.0119
San Fernando,Mexico,24.8504,-98.16
Linares,Mexico,24.8604,-99.57
Karachi,Pakistan,24.87,66.99
Cuencame,Mexico,24.8704,-103.7
Quanzhou,China,24.9,118.58
Jamalpur,Bangladesh,24.9004,89.95
Sylhet,Bangladesh,24.9036,91.8736
Yangmei,Taiwan,24.9167,121.15
Pingzhen,Taiwan,24.9439,121.2161
Bade,Taiwan,24.9575,121.2989
Ghat,Libya,24.9647,10.1728
Zhongli,Taiwan,24.965,121.2168
Taoyuan,Taiwan,24.9889,121.3111
Banqiao,Taiwan,25.0143,121.4672
Tengchong,China,25.0333,98.4666
Taipei,Taiwan,25.0358,121.5683
Chuxiong,China,25.0364,101.5456
Ciudad Constitucion,Mexico,25.04,-111.66
Kunming,China,25.07,102.68
Nassau,"Bahamas, The",25.0834,-77.35
Xingyi,China,25.0904,104.89
Baoshan,China,25.12,99.15
Al Fujayrah,United Arab Emirates,25.1234,56.3375
Keelung,Taiwan,25.1333,121.7333
Gwadar,Pakistan,25.139,62.3286
Mirzapur,India,25.1454,82.57
Al Wakrah,Qatar,25.1715,51.6034
Kota,India,25.18,75.835
Longyan,China,25.1804,117.03
Montemorelos,Mexico,25.19,-99.84
Dubai,United Arab Emirates,25.23,55.28
Bhagalpur,India,25.23,86.98
Bir Mogrein,Mauritania,25.2333,-11.5833
Guilin,China,25.28,110.28
Doha,Qatar,25.2866,51.533
Isna,Egypt,25.2904,32.5499
Ar Rayyan,Qatar,25.2919,51.4244
Chabahar,Iran,25.3004,60.6299
Varanasi,India,25.33,83
Al Hufuf,Saudi Arabia,25.3487,49.5856
Bhilwara,India,25.3504,74.635
Myitkyina,Burma,25.3596,97.3928
Ash Shihaniyah,Qatar,25.3709,51.2226
Sharjah,United Arab Emirates,25.3714,55.4065
Hyderabad,Pakistan,25.38,68.375
Chegga,Mauritania,25.3804,-5.78
`Ajman,United Arab Emirates,25.4056,55.4618
Saltillo,Mexico,25.42,-101.005
Parras,Mexico,25.4204,-102.1799
Al Mubarraz,Saudi Arabia,25.4291,49.5659
Putian,China,25.4303,119.02
El Kharga,Egypt,25.44,30.55
Florida City,United States,25.4418,-80.4685
Jhansi,India,25.453,78.5575
Allahabad,India,25.455,81.84
Homestead,United States,25.4664,-80.4472
Umm Salal `Ali,Qatar,25.4697,51.3975
Guamuchil,Mexico,25.4704,-108.09
Mirput Khas,Pakistan,25.5318,69.0118
Umm al Qaywayn,United Arab Emirates,25.5653,55.5533
Gomez Palacio,Mexico,25.5701,-103.5
Torreon,Mexico,25.5701,-103.42
Guasave,Mexico,25.5705,-108.47
Shillong,India,25.5705,91.88
Cutler Bay,United States,25.5765,-80.3357
Az Za`ayin,Qatar,25.5774,51.4831
Zhanyi,China,25.6005,103.8166
Palmetto Bay,United States,25.622,-80.3222
Patna,India,25.625,85.13
Pinecrest,United States,25.665,-80.3042
Kohima,India,25.667,94.1166
Monterrey,Mexico,25.67,-100.33
Al Khawr,Qatar,25.6839,51.5058
Key Biscayne,United States,25.6908,-80.1653
Dali,China,25.7,100.18
Luxor,Egypt,25.7,32.65
El Qasr,Egypt,25.7004,28.8833
Coral Gables,United States,25.7037,-80.2715
South Miami,United States,25.7078,-80.2952
Rangpur,Bangladesh,25.75,89.28
West Miami,United States,25.7578,-80.2969
San Pedro de las Colonias,Mexico,25.7592,-102.9827
Sweetwater,United States,25.7785,-80.3762
Miami,United States,25.784,-80.2102
Purnia,India,25.7854,87.48
Los Mochis,Mexico,25.79,-109
Pali,India,25.7904,73.3299
Ras al Khaymah,United Arab Emirates,25.7915,55.9428
Saidpur,Bangladesh,25.8004,89
Chenzhou,China,25.8004,113.0301
Doral,United States,25.815,-80.3565
Miami Beach,United States,25.8171,-80.1396
Miami Springs,United States,25.8195,-80.2896
North Bay Village,United States,25.8487,-80.1535
Changting,China,25.867,116.3167
Miami Shores,United States,25.867,-80.178
Hialeah,United States,25.8696,-80.3045
Surfside,United States,25.8787,-80.1251
Matamoros,Mexico,25.88,-97.5
Fatehpur,India,25.8804,80.8
Bay Harbor Islands,United States,25.8878,-80.1335
Hialeah Gardens,United States,25.888,-80.3573
Opa-locka,United States,25.8997,-80.2551
North Miami,United States,25.9008,-80.1686
Marzuq,Libya,25.9044,13.8972
Miami Lakes,United States,25.9125,-80.3214
Ganzhou,China,25.92,114.95
North Miami Beach,United States,25.9302,-80.166
Sunny Isles Beach,United States,25.9385,-80.1245
Miami Gardens,United States,25.9433,-80.2425
Aventura,United States,25.9566,-80.1371
Zixing,China,25.97,113.4
Miramar,United States,25.9773,-80.3357
West Park,United States,25.984,-80.1922
Pembroke Park,United States,25.9852,-80.1779
Hallandale Beach,United States,25.9854,-80.1423
Turbat,Pakistan,25.9918,63.0718
Brownsville,United States,25.9981,-97.4566
Pembroke Pines,United States,26.0127,-80.3384
Loreto,Mexico,26.0133,-111.3517
Hollywood,United States,26.0293,-80.1679
Cooper City,United States,26.0465,-80.2866
Southwest Ranches,United States,26.0476,-80.3762
Port Isabel,United States,26.0538,-97.2505
Dania Beach,United States,26.0594,-80.1641
Los Fresnos,United States,26.0741,-97.4801
Davie,United States,26.0789,-80.287
Reynosa,Mexico,26.08,-98.3
Fuzhou,China,26.08,119.3
Progreso,United States,26.0962,-97.9566
Weston,United States,26.1003,-80.4052
Hidalgo,United States,26.108,-98.2481
Muzaffarpur,India,26.1204,85.3799
Plantation,United States,26.126,-80.2617
Madinat ash Shamal,Qatar,26.1293,51.2009
San Benito,United States,26.1298,-97.644
Fort Lauderdale,United States,26.1412,-80.1464
Dispur,India,26.144,91.7666
Donna,United States,26.1468,-98.0559
Nangan,Taiwan,26.1504,119.9328
Naples,United States,26.1504,-81.7936
Qena,Egypt,26.1505,32.72
Tonk,India,26.1505,75.79
Mercedes,United States,26.1533,-97.9128
La Feria,United States,26.1544,-97.8255
Sunrise,United States,26.1547,-80.2998
Wilton Manors,United States,26.1593,-80.1395
Guwahati,India,26.16,91.77
Lauderhill,United States,26.1605,-80.2241
Weslaco,United States,26.1669,-97.9859
Lauderdale Lakes,United States,26.1683,-80.2017
Pharr,United States,26.1687,-98.1904
Oakland Park,United States,26.1779,-80.1527
Alamo,United States,26.1795,-98.1183
Khasab,Oman,26.1799,56.2477
San Juan,United States,26.1902,-98.1522
Harlingen,United States,26.1914,-97.6977
Lauderdale-by-the-Sea,United States,26.1989,-80.0972
Mission,United States,26.204,-98.3251
Tamarac,United States,26.2057,-80.2547
Naha,Japan,26.2072,127.673
North Lauderdale,United States,26.2113,-80.2209
McAllen,United States,26.2203,-98.2457
Sanming,China,26.23,117.58
Gwalior,India,26.23,78.1801
Palmview,United States,26.2302,-98.3791
Yongzhou,China,26.2304,111.62
Al Wajh,Saudi Arabia,26.2324,36.4636
Manama,Bahrain,26.2361,50.5831
Pompano Beach,United States,26.2428,-80.1312
Nawabshah,Pakistan,26.2454,68.4
Margate,United States,26.2465,-80.2119
Anshun,China,26.2504,105.93
Coral Springs,United States,26.2702,-80.2593
Sullivan City,United States,26.2752,-98.5644
Lighthouse Point,United States,26.2785,-80.089
Coconut Creek,United States,26.2803,-80.1842
Alton,United States,26.2887,-98.3105
Az Zahran,Saudi Arabia,26.2914,50.1583
Jodhpur,India,26.2918,73.0168
Elsa,United States,26.2979,-97.9937
Deerfield Beach,United States,26.305,-80.1278
Edinburg,United States,26.3183,-98.1622
Parkland,United States,26.319,-80.2489
Girga,Egypt,26.3304,31.88
Huize,China,26.3504,103.4167
Bonita Springs,United States,26.3557,-81.7859
Buraydah,Saudi Arabia,26.3664,43.9628
Tmassah,Libya,26.3666,15.8
Boca Raton,United States,26.3749,-80.1078
Rio Grande City,United States,26.3808,-98.8215
Roma-Los Saenz,United States,26.4153,-99.006
Roma,United States,26.4153,-99.006
El Fuerte,Mexico,26.4204,-108.62
Estero,United States,26.4275,-81.7952
Ad Damman,Saudi Arabia,26.4282,50.0997
Fort Myers Beach,United States,26.4325,-81.9169
Ajmer,India,26.45,74.64
Sanibel,United States,26.4535,-82.1024
Delray Beach,United States,26.455,-80.0905
Kanpur,India,26.46,80.32
Raymondville,United States,26.4759,-97.7769
Illizi,Algeria,26.4834,8.4666
Biratnagar,Nepal,26.4837,87.2833
Alipur Duar,India,26.4837,89.5667
Sabinas Hidalgo,Mexico,26.51,-100.18
Al-Qatif,Saudi Arabia,26.5196,50.0115
Boynton Beach,United States,26.5282,-80.0812
Rajbiraj,Nepal,26.5333,86.7333
Freeport,"Bahamas, The",26.5333,-78.7
Panzhihua,China,26.55,101.73
Sohag,Egypt,26.5504,31.7
Guiyang,China,26.58,106.72
Lantana,United States,26.5834,-80.0558
Awbari,Libya,26.5903,12.7751
Lupanshui,China,26.5944,104.8333
Lake Worth,United States,26.6195,-80.0592
Fort Myers,United States,26.6197,-81.8306
Nanping,China,26.6304,118.17
Tezpur,India,26.6338,92.8
Palm Springs,United States,26.6372,-80.0961
Cape Coral,United States,26.644,-81.9961
Wellington,United States,26.6464,-80.2708
South Bay,United States,26.6783,-80.7268
Ninde,China,26.6804,119.5301
Belle Glade,United States,26.6865,-80.6674
Palm Beach,United States,26.6928,-80.0405
Reggane,Algeria,26.7,0.1666
Royal Palm Beach,United States,26.7046,-80.2246
Siliguri,India,26.7204,88.455
LaBelle,United States,26.7212,-81.4526
Bur Safaga,Egypt,26.7337,33.9333
West Palm Beach,United States,26.7468,-80.1315
Jorhat,India,26.75,94.2167
Gorakhpur,India,26.7504,83.38
Faizabad,India,26.7504,82.17
Clewiston,United States,26.7532,-80.9399
Riviera Beach,United States,26.7814,-80.0741
Etawah,India,26.7855,79.015
Lake Park,United States,26.7998,-80.0689
Lijiang,China,26.8,100.2666
Santa Barbara,Mexico,26.8004,-105.82
Samdrup Jongkhar,Bhutan,26.8007,91.5052
Pahokee,United States,26.8205,-80.6613
North Palm Beach,United States,26.8217,-80.0574
Huatabampo,Mexico,26.8304,-109.63
Palm Beach Gardens,United States,26.8489,-80.1654
Lucknow,India,26.855,80.915
Sarpang,Bhutan,26.8639,90.2674
Hengyang,China,26.88,112.59
Punta Gorda,United States,26.8933,-82.0524
Samtse,Bhutan,26.899,89.0995
Monclova,Mexico,26.9,-101.42
Ilam,Nepal,26.908,87.926
Jupiter,United States,26.9195,-80.1123
Jaipur,India,26.9211,75.81
Hidalgo del Parral,Mexico,26.9334,-105.6666
Tequesta,United States,26.9619,-80.1012
Shaoyang,China,27,111.2001
Birganj,Nepal,27.0004,84.8666
Al Jubayl,Saudi Arabia,27.0046,49.646
Tsirang,Bhutan,27.0219,90.1229
Sabha,Libya,27.0333,14.4333
Pemagatshel,Bhutan,27.038,91.4031
North Port,United States,27.0577,-82.1976
Qasr Farafra,Egypt,27.0671,27.9666
Fuan,China,27.0704,119.62
Daga,Bhutan,27.0753,89.8769
Navajoa,Mexico,27.0819,-109.4546
Tsimasham,Bhutan,27.0989,89.536
Itanagar,India,27.1004,93.6166
Venice,United States,27.1165,-82.4135
Jian,China,27.1304,115
Firozabad,India,27.15,78.3949
Agra,India,27.1704,78.015
Asyut,Egypt,27.19,31.1799
Stuart,United States,27.1962,-80.2438
Bandar-e-Abbas,Iran,27.2041,56.2721
I-n-Salah,Algeria,27.2166,2.4666
Zhemgang,Bhutan,27.2169,90.6579
Arcadia,United States,27.2213,-81.8586
Hurghada,Egypt,27.23,33.83
Okeechobee,United States,27.2412,-80.8298
Bharatpur,India,27.2504,77.5
Mongar,Bhutan,27.2747,91.2396
Port Saint Lucie,United States,27.2795,-80.3882
Lake Placid,United States,27.2967,-81.3719
Shaowu,China,27.3004,117.5
Santa Rosalia,Mexico,27.3171,-112.2834
Zhaotang,China,27.3204,103.72
Ramechhap,Nepal,27.326,86.087
Trashigang,Bhutan,27.3331,91.5542
Gangtok,India,27.3333,88.6166
Sarasota,United States,27.3391,-82.5439
Rio Bravo,United States,27.3648,-99.482
Haa,Bhutan,27.3685,89.2918
Paro,Bhutan,27.3833,89.5167
Longboat Key,United States,27.3926,-82.6341
Hetauda,Nepal,27.4167,85.0334
Fort Pierce,United States,27.4263,-80.3421
Wangdue Prodrang,Bhutan,27.4333,89.9167
Zhijiang,China,27.4409,109.678
Idri,Libya,27.4471,13.0517
Ciudad Obregon,Mexico,27.4666,-109.925
Thimphu,Bhutan,27.473,89.639
Sebring,United States,27.4771,-81.453
Dibrugarh,India,27.4833,94.9
Bradenton,United States,27.49,-82.5746
Nuevo Laredo,Mexico,27.5,-99.55
Mathura,India,27.5,77.67
Trongsa,Bhutan,27.5026,90.5072
Kingsville,United States,27.5095,-97.861
Umm al Abid,Libya,27.517,15.0333
Hail,Saudi Arabia,27.5236,41.7001
Palmetto,United States,27.525,-82.5749
Birak,Libya,27.5333,14.2834
Bhairawa,Nepal,27.5333,83.3833
Alwar,India,27.5454,76.6049
Wauchula,United States,27.547,-81.8102
Jakar,Bhutan,27.5492,90.7525
Bhimphedi,Nepal,27.551,85.13
Laredo,United States,27.5536,-99.489
Larkana,Pakistan,27.5618,68.2068
Esperanza,Mexico,27.58,-109.93
Avon Park,United States,27.5934,-81.5086
Hathras,India,27.6,78.05
Sikar,India,27.6104,75.14
Trashi Yangtse,Bhutan,27.6116,91.498
Pingxiang,China,27.62,113.85
Bahraich,India,27.6204,81.6699
Sitapur,India,27.63,80.75
Punakha,Bhutan,27.6333,89.8333
Vero Beach,United States,27.6463,-80.3929
Lalitpur,Nepal,27.6666,85.3333
Lhuentse,Bhutan,27.6679,91.1839
Tindouf,Algeria,27.6742,-8.1478
Tongren,China,27.6804,109.13
Ciudad Camargo,Mexico,27.6904,-105.1701
Zunyi,China,27.7,106.92
Sukkur,Pakistan,27.7136,68.8486
Kathmandu,Nepal,27.7167,85.3166
Corpus Christi,United States,27.7173,-97.3822
Saint Pete Beach,United States,27.7215,-82.7383
Fellsmere,United States,27.7243,-80.5978
Mallawi,Egypt,27.7304,30.84
Gulfport,United States,27.7463,-82.7099
Frostproof,United States,27.7492,-81.5251
South Pasadena,United States,27.7524,-82.7395
Alice,United States,27.7556,-98.0653
Fort Meade,United States,27.7641,-81.8054
Treasure Island,United States,27.7731,-82.766
Sebastian,United States,27.7882,-80.4813
Robstown,United States,27.7886,-97.6685
Saint Petersburg,United States,27.7931,-82.6652
Xinyu,China,27.8,114.93
Kenneth City,United States,27.8156,-82.7162
Zhuzhou,China,27.83,113.15
Yichun,China,27.8333,114.4
Seminole,United States,27.8429,-82.7835
Xiangtan,China,27.8504,112.9
Pinellas Park,United States,27.8586,-82.7075
Adrar,Algeria,27.87,-0.29
Ingleside,United States,27.8709,-97.2072
Xichang,China,27.88,102.3
Shahjahanpur,India,27.8804,79.905
Portland,United States,27.8858,-97.3201
Bartow,United States,27.8862,-81.8212
Aransas Pass,United States,27.8881,-97.1128
Aligarh,India,27.8922,78.0618
Gasa,Bhutan,27.9067,89.7304
Largo,United States,27.9088,-82.7714
Lake Wales,United States,27.9192,-81.5969
Guaymas,Mexico,27.93,-110.89
Nueva Rosita,Mexico,27.95,-101.22
Linchuan,China,27.9703,116.36
Clearwater,United States,27.9787,-82.7623
Palm Bay,United States,27.9861,-80.6628
Guerrero Negro,Mexico,27.9904,-114.17
Tampa,United States,27.9937,-82.4454
Safety Harbor,United States,28.008,-82.6965
Winter Haven,United States,28.0126,-81.7021
Plant City,United States,28.0145,-82.1202
Wenzhou,China,28.02,120.6501
Budaun,India,28.03,79.09
Bikaner,India,28.0304,73.3299
Dunedin,United States,28.0328,-82.7865
Rockport,United States,28.0351,-97.0663
Sinton,United States,28.0402,-97.5147
Temple Terrace,United States,28.044,-82.378
Nepalganj,Nepal,28.0503,81.6167
I-n-Amenas,Algeria,28.0503,9.55
Oldsmar,United States,28.0506,-82.6696
Lakeland,United States,28.0556,-81.9542
West Melbourne,United States,28.0698,-80.6737
El Minya,Egypt,28.09,30.75
Mathis,United States,28.0909,-97.817
Auburndale,United States,28.0966,-81.8007
Las Palmas,Spain,28.1,-15.43
Lake Alfred,United States,28.1041,-81.7264
Haines City,United States,28.1098,-81.6158
Melbourne,United States,28.1152,-80.653
Tarpon Springs,United States,28.1492,-82.7622
Indian Harbour Beach,United States,28.1528,-80.5974
Satellite Beach,United States,28.1782,-80.602
Delicias,Mexico,28.2,-105.5
Changsha,China,28.2,112.97
Fengcheng,China,28.2004,115.77
Saint Cloud,United States,28.2297,-81.2853
El Tur,Egypt,28.2394,33.6148
Zephyrhills,United States,28.2404,-82.1796
New Port Richey,United States,28.2468,-82.7169
Pokhara,Nepal,28.264,83.972
Baglung,Nepal,28.2667,83.5833
Samalut,Egypt,28.3004,30.71
Sadiqabad,Pakistan,28.3006,70.1302
Kissimmee,United States,28.3042,-81.4164
Rockledge,United States,28.3199,-80.7318
Allende,Mexico,28.33,-100.85
Cocoa Beach,United States,28.3328,-80.6274
Bareilly,India,28.3454,79.42
Salyan,Nepal,28.35,82.1833
Dade City,United States,28.3564,-82.1942
Cocoa,United States,28.3821,-80.7675
Tabuk,Saudi Arabia,28.3838,36.555
Cape Canaveral,United States,28.3934,-80.605
Beeville,United States,28.4059,-97.7494
Bulandshahr,India,28.4104,77.8484
Rahim Yar Khan,Pakistan,28.4202,70.2952
Cuauhtemoc,Mexico,28.4257,-106.8696
Tan Tan,Morocco,28.4304,-11.1
Faridabad,India,28.4333,77.3167
Hafar al Batin,Saudi Arabia,28.4337,45.9601
Gurgaon,India,28.45,77.02
Lishui,China,28.4504,119.9
Santa Cruz de Tenerife,Spain,28.47,-16.25
Shangrao,China,28.4704,117.97
Belle Isle,United States,28.4724,-81.3491
Orlando,United States,28.4801,-81.3448
Beni Mazar,Egypt,28.4904,30.81
Carrizo Springs,United States,28.5266,-99.8589
Clermont,United States,28.5403,-81.7296
Brooksville,United States,28.5404,-82.3901
Winter Garden,United States,28.543,-81.5944
Zillah,Libya,28.5504,17.5834
Titusville,United States,28.5725,-80.8193
Ocoee,United States,28.5785,-81.5336
Winter Park,United States,28.5986,-81.3436
New Delhi,India,28.6,77.2
Yiyang,China,28.6004,112.33
Groveland,United States,28.602,-81.8205
Minneola,United States,28.607,-81.7321
Mascotte,United States,28.611,-81.9107
Port Lavaca,United States,28.6181,-96.6278
Maitland,United States,28.6293,-81.3716
Pilibhit,India,28.64,79.81
Chihuahua,Mexico,28.645,-106.085
Huangyan,China,28.65,121.25
Oviedo,United States,28.6576,-81.1869
Ghaziabad,India,28.6604,77.4084
Altamonte Springs,United States,28.6616,-81.395
Casselberry,United States,28.6621,-81.3217
Delhi,India,28.67,77.23
Nanchang,China,28.68,115.88
Jiaojing,China,28.6804,121.45
Winter Springs,United States,28.689,-81.2708
Crystal City,United States,28.691,-99.8257
Dhangarhi,Nepal,28.695,80.593
Apopka,United States,28.7006,-81.5303
Longwood,United States,28.7016,-81.3489
Piedras Negras,Mexico,28.7076,-100.5317
Eagle Pass,United States,28.7118,-100.4832
Hapur,India,28.7437,77.7628
Lake Mary,United States,28.7591,-81.336
Leesburg,United States,28.7674,-81.8983
Yibin,China,28.77,104.57
Sanford,United States,28.7892,-81.276
Tavares,United States,28.7927,-81.7365
Wildwood,United States,28.8004,-82.0051
Bhiwani,India,28.81,76.125
Mount Dora,United States,28.8143,-81.6344
Rampur,India,28.8154,79.025
Kenedy,United States,28.8176,-97.8518
Victoria,United States,28.8284,-96.9848
Inverness,United States,28.8397,-82.3437
Moradabad,India,28.8418,78.7568
Linhai,China,28.85,121.12
Eustis,United States,28.8568,-81.6783
Fruitland Park,United States,28.8599,-81.9192
Luzhou,China,28.88,105.38
DeBary,United States,28.8815,-81.324
Pearsall,United States,28.8885,-99.0988
Rohtak,India,28.9,76.58
Deltona,United States,28.9051,-81.2134
Bandar-e Bushehr,Iran,28.92,50.83
Lady Lake,United States,28.924,-81.93
Punta Prieta,Mexico,28.9337,-114.1666
Orange City,United States,28.9345,-81.2886
Freeport,United States,28.9428,-95.3622
Gyangze,China,28.95,89.6333
Edgewater,United States,28.9619,-80.9414
Pleasanton,United States,28.9636,-98.494
Arrecife,Spain,28.969,-13.5378
Quzhou,China,28.9704,118.87
Fasa,Iran,28.9718,53.6715
Edna,United States,28.9757,-96.6483
Goulimine,Morocco,28.98,-10.07
Bay City,United States,28.9816,-95.9603
Sonipat,India,29,77.02
Meerut,India,29.0004,77.7
Mazatlan,Mexico,29.0171,-110.1333
DeLand,United States,29.0225,-81.2872
New Smyrna Beach,United States,29.0246,-80.9637
Clute,United States,29.0273,-95.3972
Changde,China,29.03,111.68
Lake Jackson,United States,29.052,-95.4518
Al Ahmadi,Kuwait,29.0769,48.0838
Beni Suef,Egypt,29.0804,31.09
Hermosillo,Mexico,29.0989,-110.9541
Cuero,United States,29.1006,-97.2865
Bam,Iran,29.1077,58.362
Awjilah,Libya,29.108,21.2869
Port Orange,United States,29.1084,-81.0136
Hun,Libya,29.1167,15.9333
Jinhua,China,29.12,119.65
Floresville,United States,29.1403,-98.1627
West Columbia,United States,29.1418,-95.6488
Devine,United States,29.1457,-98.9049
South Daytona,United States,29.1656,-81.0056
Angleton,United States,29.1689,-95.4288
Hisar,India,29.17,75.725
Ocala,United States,29.1803,-82.1487
Daytona Beach,United States,29.1959,-81.0935
El Campo,United States,29.1983,-96.2738
Siwa,Egypt,29.2,25.5167
Uvalde,United States,29.2153,-99.7782
Maradah,Libya,29.2337,19.2166
Timimoun,Algeria,29.2365,0.27
Holly Hill,United States,29.2442,-81.0461
Galveston,United States,29.2487,-94.891
Jumla,Nepal,29.25,82.2167
Xigaze,China,29.25,88.8833
Jingdezhen,China,29.2704,117.18
Yoakum,United States,29.2933,-97.1469
Hitchcock,United States,29.2945,-95.025
Ormond Beach,United States,29.2951,-81.0999
Dandeldhura,Nepal,29.3,80.6
El Faiyum,Egypt,29.31,30.84
Wharton,United States,29.3138,-96.1044
Al Jahra,Kuwait,29.3375,47.6581
